hour,occupancy,month,year,weekend,day
5,52,7,2015,True,11
6,57,7,2015,True,11
7,70,7,2015,True,11
8,99,7,2015,True,11
9,114,7,2015,True,11
10,116,7,2015,True,11
11,116,7,2015,True,11
12,114,7,2015,True,11
13,100,7,2015,True,11
14,103,7,2015,True,11
15,102,7,2015,True,11
16,92,7,2015,True,11
17,86,7,2015,True,11
18,79,7,2015,True,11
19,65,7,2015,True,11
20,65,7,2015,True,11
21,60,7,2015,True,11
22,60,7,2015,True,11
23,57,7,2015,True,11
0,58,7,2015,True,12
1,51,7,2015,True,12
2,50,7,2015,True,12
3,54,7,2015,True,12
4,49,7,2015,True,12
5,49,7,2015,True,12
6,50,7,2015,True,12
7,51,7,2015,True,12
8,71,7,2015,True,12
9,91,7,2015,True,12
10,121,7,2015,True,12
11,135,7,2015,True,12
12,142,7,2015,True,12
13,125,7,2015,True,12
14,107,7,2015,True,12
15,107,7,2015,True,12
16,102,7,2015,True,12
17,92,7,2015,True,12
18,82,7,2015,True,12
19,70,7,2015,True,12
20,68,7,2015,True,12
21,64,7,2015,True,12
22,52,7,2015,True,12
23,52,7,2015,True,12
0,52,7,2015,False,13
1,52,7,2015,False,13
2,52,7,2015,False,13
3,42,7,2015,False,13
4,71,7,2015,False,13
5,246,7,2015,False,13
6,928,7,2015,False,13
7,1779,7,2015,False,13
8,2394,7,2015,False,13
9,2547,7,2015,False,13
10,2570,7,2015,False,13
11,2570,7,2015,False,13
12,2532,7,2015,False,13
13,2541,7,2015,False,13
14,2544,7,2015,False,13
15,2496,7,2015,False,13
16,2296,7,2015,False,13
17,1597,7,2015,False,13
18,661,7,2015,False,13
19,361,7,2015,False,13
20,171,7,2015,False,13
21,125,7,2015,False,13
22,103,7,2015,False,13
23,103,7,2015,False,13
0,103,7,2015,False,14
1,103,7,2015,False,14
2,55,7,2015,False,14
3,54,7,2015,False,14
4,79,7,2015,False,14
5,272,7,2015,False,14
6,947,7,2015,False,14
7,1885,7,2015,False,14
8,2461,7,2015,False,14
9,2622,7,2015,False,14
10,2658,7,2015,False,14
11,2644,7,2015,False,14
12,2602,7,2015,False,14
13,2622,7,2015,False,14
14,2627,7,2015,False,14
15,2576,7,2015,False,14
16,2304,7,2015,False,14
17,1569,7,2015,False,14
18,821,7,2015,False,14
19,329,7,2015,False,14
20,163,7,2015,False,14
21,123,7,2015,False,14
22,89,7,2015,False,14
23,72,7,2015,False,14
0,72,7,2015,False,15
1,72,7,2015,False,15
2,53,7,2015,False,15
3,55,7,2015,False,15
4,81,7,2015,False,15
5,254,7,2015,False,15
6,937,7,2015,False,15
7,1806,7,2015,False,15
8,2414,7,2015,False,15
9,2612,7,2015,False,15
10,2624,7,2015,False,15
11,2620,7,2015,False,15
12,2500,7,2015,False,15
13,2566,7,2015,False,15
14,2566,7,2015,False,15
15,2526,7,2015,False,15
16,2289,7,2015,False,15
17,1586,7,2015,False,15
18,855,7,2015,False,15
19,318,7,2015,False,15
20,205,7,2015,False,15
21,165,7,2015,False,15
22,165,7,2015,False,15
23,94,7,2015,False,15
0,94,7,2015,False,16
1,94,7,2015,False,16
2,69,7,2015,False,16
3,70,7,2015,False,16
4,90,7,2015,False,16
5,240,7,2015,False,16
6,900,7,2015,False,16
7,1749,7,2015,False,16
8,2390,7,2015,False,16
9,2567,7,2015,False,16
10,2601,7,2015,False,16
11,2600,7,2015,False,16
12,2525,7,2015,False,16
13,2551,7,2015,False,16
14,2545,7,2015,False,16
15,2486,7,2015,False,16
16,2250,7,2015,False,16
17,1550,7,2015,False,16
18,788,7,2015,False,16
19,316,7,2015,False,16
20,195,7,2015,False,16
21,134,7,2015,False,16
22,103,7,2015,False,16
23,83,7,2015,False,16
0,83,7,2015,False,17
1,83,7,2015,False,17
2,83,7,2015,False,17
3,61,7,2015,False,17
4,75,7,2015,False,17
5,153,7,2015,False,17
6,516,7,2015,False,17
7,1116,7,2015,False,17
8,1589,7,2015,False,17
9,1750,7,2015,False,17
10,1782,7,2015,False,17
11,1768,7,2015,False,17
12,1605,7,2015,False,17
13,1498,7,2015,False,17
14,1447,7,2015,False,17
15,1293,7,2015,False,17
16,933,7,2015,False,17
17,572,7,2015,False,17
18,287,7,2015,False,17
19,150,7,2015,False,17
20,107,7,2015,False,17
21,89,7,2015,False,17
22,65,7,2015,False,17
23,65,7,2015,False,17
0,65,7,2015,True,18
1,65,7,2015,True,18
2,65,7,2015,True,18
3,65,7,2015,True,18
4,50,7,2015,True,18
5,52,7,2015,True,18
6,56,7,2015,True,18
7,68,7,2015,True,18
8,93,7,2015,True,18
9,109,7,2015,True,18
10,115,7,2015,True,18
11,119,7,2015,True,18
12,101,7,2015,True,18
13,103,7,2015,True,18
14,100,7,2015,True,18
15,97,7,2015,True,18
16,88,7,2015,True,18
17,81,7,2015,True,18
18,78,7,2015,True,18
19,75,7,2015,True,18
20,68,7,2015,True,18
21,61,7,2015,True,18
22,61,7,2015,True,18
23,53,7,2015,True,18
0,53,7,2015,True,19
1,53,7,2015,True,19
2,53,7,2015,True,19
3,48,7,2015,True,19
4,50,7,2015,True,19
5,50,7,2015,True,19
6,46,7,2015,True,19
7,49,7,2015,True,19
8,59,7,2015,True,19
9,70,7,2015,True,19
10,115,7,2015,True,19
11,129,7,2015,True,19
12,128,7,2015,True,19
13,112,7,2015,True,19
14,104,7,2015,True,19
15,102,7,2015,True,19
16,97,7,2015,True,19
17,85,7,2015,True,19
18,85,7,2015,True,19
19,73,7,2015,True,19
20,66,7,2015,True,19
21,61,7,2015,True,19
22,58,7,2015,True,19
23,58,7,2015,True,19
0,58,7,2015,False,20
1,51,7,2015,False,20
2,51,7,2015,False,20
3,49,7,2015,False,20
4,77,7,2015,False,20
5,240,7,2015,False,20
6,925,7,2015,False,20
7,1774,7,2015,False,20
8,2347,7,2015,False,20
9,2532,7,2015,False,20
10,2569,7,2015,False,20
11,2563,7,2015,False,20
12,2493,7,2015,False,20
13,2532,7,2015,False,20
14,2533,7,2015,False,20
15,2475,7,2015,False,20
16,2255,7,2015,False,20
17,1564,7,2015,False,20
18,830,7,2015,False,20
19,342,7,2015,False,20
20,169,7,2015,False,20
21,169,7,2015,False,20
22,105,7,2015,False,20
23,77,7,2015,False,20
0,77,7,2015,False,21
1,77,7,2015,False,21
2,77,7,2015,False,21
3,54,7,2015,False,21
4,94,7,2015,False,21
5,275,7,2015,False,21
6,967,7,2015,False,21
7,1852,7,2015,False,21
8,2446,7,2015,False,21
9,2627,7,2015,False,21
10,2655,7,2015,False,21
11,2643,7,2015,False,21
12,2594,7,2015,False,21
13,2613,7,2015,False,21
14,2597,7,2015,False,21
15,2550,7,2015,False,21
16,2295,7,2015,False,21
17,1588,7,2015,False,21
18,829,7,2015,False,21
19,383,7,2015,False,21
20,149,7,2015,False,21
21,150,7,2015,False,21
22,150,7,2015,False,21
23,80,7,2015,False,21
0,80,7,2015,False,22
1,80,7,2015,False,22
2,65,7,2015,False,22
3,60,7,2015,False,22
4,95,7,2015,False,22
5,264,7,2015,False,22
6,967,7,2015,False,22
7,1806,7,2015,False,22
8,2439,7,2015,False,22
9,2614,7,2015,False,22
10,2648,7,2015,False,22
11,2641,7,2015,False,22
12,2551,7,2015,False,22
13,2601,7,2015,False,22
14,2598,7,2015,False,22
15,2534,7,2015,False,22
16,2307,7,2015,False,22
17,1534,7,2015,False,22
18,792,7,2015,False,22
19,357,7,2015,False,22
20,184,7,2015,False,22
21,118,7,2015,False,22
22,114,7,2015,False,22
23,82,7,2015,False,22
0,82,7,2015,False,23
1,68,7,2015,False,23
2,68,7,2015,False,23
3,60,7,2015,False,23
4,90,7,2015,False,23
5,259,7,2015,False,23
6,948,7,2015,False,23
7,1829,7,2015,False,23
8,2382,7,2015,False,23
9,2558,7,2015,False,23
10,2587,7,2015,False,23
11,2583,7,2015,False,23
12,2499,7,2015,False,23
13,2534,7,2015,False,23
14,2539,7,2015,False,23
15,2478,7,2015,False,23
16,2185,7,2015,False,23
17,1529,7,2015,False,23
18,656,7,2015,False,23
19,371,7,2015,False,23
20,215,7,2015,False,23
21,147,7,2015,False,23
22,147,7,2015,False,23
23,84,7,2015,False,23
0,68,7,2015,False,24
1,68,7,2015,False,24
2,62,7,2015,False,24
3,55,7,2015,False,24
4,70,7,2015,False,24
5,170,7,2015,False,24
6,521,7,2015,False,24
7,1093,7,2015,False,24
8,1609,7,2015,False,24
9,1788,7,2015,False,24
10,1785,7,2015,False,24
11,1777,7,2015,False,24
12,1639,7,2015,False,24
13,1516,7,2015,False,24
14,1450,7,2015,False,24
15,1301,7,2015,False,24
16,932,7,2015,False,24
17,601,7,2015,False,24
18,267,7,2015,False,24
19,122,7,2015,False,24
20,122,7,2015,False,24
21,85,7,2015,False,24
22,76,7,2015,False,24
23,76,7,2015,False,24
0,52,7,2015,True,25
1,50,7,2015,True,25
2,50,7,2015,True,25
3,50,7,2015,True,25
4,50,7,2015,True,25
5,48,7,2015,True,25
6,50,7,2015,True,25
7,51,7,2015,True,25
8,59,7,2015,True,25
9,76,7,2015,True,25
10,79,7,2015,True,25
11,90,7,2015,True,25
12,92,7,2015,True,25
13,89,7,2015,True,25
14,82,7,2015,True,25
15,80,7,2015,True,25
16,77,7,2015,True,25
17,69,7,2015,True,25
18,67,7,2015,True,25
19,62,7,2015,True,25
20,62,7,2015,True,25
21,61,7,2015,True,25
22,61,7,2015,True,25
23,61,7,2015,True,25
0,50,7,2015,True,26
1,51,7,2015,True,26
2,51,7,2015,True,26
3,51,7,2015,True,26
4,51,7,2015,True,26
5,51,7,2015,True,26
6,47,7,2015,True,26
7,51,7,2015,True,26
8,60,7,2015,True,26
9,78,7,2015,True,26
10,101,7,2015,True,26
11,115,7,2015,True,26
12,111,7,2015,True,26
13,85,7,2015,True,26
14,82,7,2015,True,26
15,86,7,2015,True,26
16,87,7,2015,True,26
17,77,7,2015,True,26
18,73,7,2015,True,26
19,60,7,2015,True,26
20,58,7,2015,True,26
21,48,7,2015,True,26
22,45,7,2015,True,26
23,45,7,2015,True,26
0,45,7,2015,False,27
1,45,7,2015,False,27
2,45,7,2015,False,27
3,44,7,2015,False,27
4,76,7,2015,False,27
5,237,7,2015,False,27
6,913,7,2015,False,27
7,1796,7,2015,False,27
8,2367,7,2015,False,27
9,2532,7,2015,False,27
10,2558,7,2015,False,27
11,2553,7,2015,False,27
12,2526,7,2015,False,27
13,2561,7,2015,False,27
14,2560,7,2015,False,27
15,2514,7,2015,False,27
16,2279,7,2015,False,27
17,1567,7,2015,False,27
18,651,7,2015,False,27
19,333,7,2015,False,27
20,168,7,2015,False,27
21,120,7,2015,False,27
22,120,7,2015,False,27
23,120,7,2015,False,27
0,120,7,2015,False,28
1,60,7,2015,False,28
2,60,7,2015,False,28
3,52,7,2015,False,28
4,87,7,2015,False,28
5,265,7,2015,False,28
6,973,7,2015,False,28
7,1848,7,2015,False,28
8,2444,7,2015,False,28
9,2619,7,2015,False,28
10,2654,7,2015,False,28
11,2640,7,2015,False,28
12,2600,7,2015,False,28
13,2645,7,2015,False,28
14,2638,7,2015,False,28
15,2591,7,2015,False,28
16,2351,7,2015,False,28
17,1596,7,2015,False,28
18,809,7,2015,False,28
19,348,7,2015,False,28
20,200,7,2015,False,28
21,139,7,2015,False,28
22,100,7,2015,False,28
23,100,7,2015,False,28
0,100,7,2015,False,29
1,100,7,2015,False,29
2,100,7,2015,False,29
3,50,7,2015,False,29
4,71,7,2015,False,29
5,250,7,2015,False,29
6,946,7,2015,False,29
7,1871,7,2015,False,29
8,2467,7,2015,False,29
9,2631,7,2015,False,29
10,2665,7,2015,False,29
11,2661,7,2015,False,29
12,2566,7,2015,False,29
13,2631,7,2015,False,29
14,2627,7,2015,False,29
15,2574,7,2015,False,29
16,2298,7,2015,False,29
17,1598,7,2015,False,29
18,801,7,2015,False,29
19,371,7,2015,False,29
20,169,7,2015,False,29
21,141,7,2015,False,29
22,91,7,2015,False,29
23,72,7,2015,False,29
0,72,7,2015,False,30
1,65,7,2015,False,30
2,65,7,2015,False,30
3,57,7,2015,False,30
4,78,7,2015,False,30
5,240,7,2015,False,30
6,914,7,2015,False,30
7,1797,7,2015,False,30
8,2342,7,2015,False,30
9,2530,7,2015,False,30
10,2574,7,2015,False,30
11,2563,7,2015,False,30
12,2453,7,2015,False,30
13,2488,7,2015,False,30
14,2490,7,2015,False,30
15,2410,7,2015,False,30
16,2150,7,2015,False,30
17,1473,7,2015,False,30
18,758,7,2015,False,30
19,332,7,2015,False,30
20,199,7,2015,False,30
21,149,7,2015,False,30
22,108,7,2015,False,30
23,108,7,2015,False,30
0,68,7,2015,False,31
1,68,7,2015,False,31
2,68,7,2015,False,31
3,60,7,2015,False,31
4,79,7,2015,False,31
5,169,7,2015,False,31
6,550,7,2015,False,31
7,1133,7,2015,False,31
8,1604,7,2015,False,31
9,1768,7,2015,False,31
10,1801,7,2015,False,31
11,1795,7,2015,False,31
12,1581,7,2015,False,31
13,1496,7,2015,False,31
14,1466,7,2015,False,31
15,1270,7,2015,False,31
16,859,7,2015,False,31
17,553,7,2015,False,31
18,211,7,2015,False,31
19,142,7,2015,False,31
20,98,7,2015,False,31
21,90,7,2015,False,31
22,63,7,2015,False,31
23,59,7,2015,False,31
0,59,8,2015,True,1
1,59,8,2015,True,1
2,54,8,2015,True,1
3,54,8,2015,True,1
4,52,8,2015,True,1
5,57,8,2015,True,1
6,64,8,2015,True,1
7,73,8,2015,True,1
8,87,8,2015,True,1
9,95,8,2015,True,1
10,94,8,2015,True,1
11,93,8,2015,True,1
12,87,8,2015,True,1
13,86,8,2015,True,1
14,83,8,2015,True,1
15,85,8,2015,True,1
16,77,8,2015,True,1
17,67,8,2015,True,1
18,65,8,2015,True,1
19,60,8,2015,True,1
20,57,8,2015,True,1
21,52,8,2015,True,1
22,52,8,2015,True,1
23,52,8,2015,True,1
0,52,8,2015,True,2
1,52,8,2015,True,2
2,52,8,2015,True,2
3,52,8,2015,True,2
4,48,8,2015,True,2
5,49,8,2015,True,2
6,51,8,2015,True,2
7,51,8,2015,True,2
8,63,8,2015,True,2
9,83,8,2015,True,2
10,115,8,2015,True,2
11,128,8,2015,True,2
12,132,8,2015,True,2
13,111,8,2015,True,2
14,85,8,2015,True,2
15,84,8,2015,True,2
16,81,8,2015,True,2
17,78,8,2015,True,2
18,69,8,2015,True,2
19,66,8,2015,True,2
20,63,8,2015,True,2
21,59,8,2015,True,2
22,57,8,2015,True,2
23,52,8,2015,True,2
0,52,8,2015,False,3
1,49,8,2015,False,3
2,49,8,2015,False,3
3,48,8,2015,False,3
4,72,8,2015,False,3
5,244,8,2015,False,3
6,938,8,2015,False,3
7,1787,8,2015,False,3
8,2371,8,2015,False,3
9,2520,8,2015,False,3
10,2551,8,2015,False,3
11,2545,8,2015,False,3
12,2485,8,2015,False,3
13,2524,8,2015,False,3
14,2521,8,2015,False,3
15,2479,8,2015,False,3
16,2220,8,2015,False,3
17,1526,8,2015,False,3
18,793,8,2015,False,3
19,329,8,2015,False,3
20,175,8,2015,False,3
21,125,8,2015,False,3
22,104,8,2015,False,3
23,104,8,2015,False,3
0,104,8,2015,False,4
1,104,8,2015,False,4
2,104,8,2015,False,4
3,54,8,2015,False,4
4,83,8,2015,False,4
5,268,8,2015,False,4
6,956,8,2015,False,4
7,1891,8,2015,False,4
8,2498,8,2015,False,4
9,2663,8,2015,False,4
10,2692,8,2015,False,4
11,2691,8,2015,False,4
12,2599,8,2015,False,4
13,2635,8,2015,False,4
14,2637,8,2015,False,4
15,2563,8,2015,False,4
16,2333,8,2015,False,4
17,1578,8,2015,False,4
18,830,8,2015,False,4
19,347,8,2015,False,4
20,183,8,2015,False,4
21,131,8,2015,False,4
22,104,8,2015,False,4
23,72,8,2015,False,4
0,72,8,2015,False,5
1,58,8,2015,False,5
2,55,8,2015,False,5
3,54,8,2015,False,5
4,81,8,2015,False,5
5,260,8,2015,False,5
6,951,8,2015,False,5
7,1832,8,2015,False,5
8,2411,8,2015,False,5
9,2599,8,2015,False,5
10,2630,8,2015,False,5
11,2621,8,2015,False,5
12,2541,8,2015,False,5
13,2575,8,2015,False,5
14,2574,8,2015,False,5
15,2511,8,2015,False,5
16,2266,8,2015,False,5
17,1571,8,2015,False,5
18,812,8,2015,False,5
19,306,8,2015,False,5
20,184,8,2015,False,5
21,130,8,2015,False,5
22,86,8,2015,False,5
23,86,8,2015,False,5
0,86,8,2015,False,6
1,86,8,2015,False,6
2,86,8,2015,False,6
3,55,8,2015,False,6
4,82,8,2015,False,6
5,266,8,2015,False,6
6,923,8,2015,False,6
7,1807,8,2015,False,6
8,2370,8,2015,False,6
9,2559,8,2015,False,6
10,2579,8,2015,False,6
11,2575,8,2015,False,6
12,2494,8,2015,False,6
13,2541,8,2015,False,6
14,2531,8,2015,False,6
15,2477,8,2015,False,6
16,2174,8,2015,False,6
17,1514,8,2015,False,6
18,788,8,2015,False,6
19,360,8,2015,False,6
20,166,8,2015,False,6
21,128,8,2015,False,6
22,87,8,2015,False,6
23,87,8,2015,False,6
0,87,8,2015,False,7
1,87,8,2015,False,7
2,54,8,2015,False,7
3,56,8,2015,False,7
4,65,8,2015,False,7
5,163,8,2015,False,7
6,502,8,2015,False,7
7,1100,8,2015,False,7
8,1593,8,2015,False,7
9,1755,8,2015,False,7
10,1772,8,2015,False,7
11,1761,8,2015,False,7
12,1561,8,2015,False,7
13,1474,8,2015,False,7
14,1429,8,2015,False,7
15,1241,8,2015,False,7
16,802,8,2015,False,7
17,534,8,2015,False,7
18,275,8,2015,False,7
19,160,8,2015,False,7
20,160,8,2015,False,7
21,93,8,2015,False,7
22,93,8,2015,False,7
23,51,8,2015,False,7
0,52,8,2015,True,8
1,52,8,2015,True,8
2,52,8,2015,True,8
3,52,8,2015,True,8
4,52,8,2015,True,8
5,49,8,2015,True,8
6,53,8,2015,True,8
7,58,8,2015,True,8
8,73,8,2015,True,8
9,79,8,2015,True,8
10,82,8,2015,True,8
11,86,8,2015,True,8
12,88,8,2015,True,8
13,88,8,2015,True,8
14,91,8,2015,True,8
15,87,8,2015,True,8
16,83,8,2015,True,8
17,73,8,2015,True,8
18,73,8,2015,True,8
19,62,8,2015,True,8
20,60,8,2015,True,8
21,57,8,2015,True,8
22,55,8,2015,True,8
23,55,8,2015,True,8
0,55,8,2015,True,9
1,55,8,2015,True,9
2,47,8,2015,True,9
3,47,8,2015,True,9
4,47,8,2015,True,9
5,46,8,2015,True,9
6,49,8,2015,True,9
7,51,8,2015,True,9
8,66,8,2015,True,9
9,82,8,2015,True,9
10,119,8,2015,True,9
11,122,8,2015,True,9
12,120,8,2015,True,9
13,92,8,2015,True,9
14,78,8,2015,True,9
15,74,8,2015,True,9
16,68,8,2015,True,9
17,63,8,2015,True,9
18,61,8,2015,True,9
19,56,8,2015,True,9
20,53,8,2015,True,9
21,53,8,2015,True,9
22,54,8,2015,True,9
23,54,8,2015,True,9
0,54,8,2015,False,10
1,54,8,2015,False,10
2,43,8,2015,False,10
3,42,8,2015,False,10
4,72,8,2015,False,10
5,246,8,2015,False,10
6,888,8,2015,False,10
7,1743,8,2015,False,10
8,2342,8,2015,False,10
9,2500,8,2015,False,10
10,2531,8,2015,False,10
11,2525,8,2015,False,10
12,2472,8,2015,False,10
13,2508,8,2015,False,10
14,2507,8,2015,False,10
15,2467,8,2015,False,10
16,2245,8,2015,False,10
17,1513,8,2015,False,10
18,655,8,2015,False,10
19,269,8,2015,False,10
20,134,8,2015,False,10
21,117,8,2015,False,10
22,90,8,2015,False,10
23,71,8,2015,False,10
0,71,8,2015,False,11
1,71,8,2015,False,11
2,55,8,2015,False,11
3,51,8,2015,False,11
4,77,8,2015,False,11
5,265,8,2015,False,11
6,962,8,2015,False,11
7,1809,8,2015,False,11
8,2443,8,2015,False,11
9,2634,8,2015,False,11
10,2655,8,2015,False,11
11,2648,8,2015,False,11
12,2544,8,2015,False,11
13,2598,8,2015,False,11
14,2596,8,2015,False,11
15,2543,8,2015,False,11
16,2284,8,2015,False,11
17,1519,8,2015,False,11
18,769,8,2015,False,11
19,332,8,2015,False,11
20,145,8,2015,False,11
21,123,8,2015,False,11
22,91,8,2015,False,11
23,69,8,2015,False,11
0,69,8,2015,False,12
1,69,8,2015,False,12
2,50,8,2015,False,12
3,50,8,2015,False,12
4,79,8,2015,False,12
5,268,8,2015,False,12
6,940,8,2015,False,12
7,1822,8,2015,False,12
8,2449,8,2015,False,12
9,2638,8,2015,False,12
10,2639,8,2015,False,12
11,2626,8,2015,False,12
12,2559,8,2015,False,12
13,2621,8,2015,False,12
14,2614,8,2015,False,12
15,2554,8,2015,False,12
16,2300,8,2015,False,12
17,1554,8,2015,False,12
18,634,8,2015,False,12
19,303,8,2015,False,12
20,168,8,2015,False,12
21,127,8,2015,False,12
22,94,8,2015,False,12
23,94,8,2015,False,12
0,94,8,2015,False,13
1,61,8,2015,False,13
2,52,8,2015,False,13
3,51,8,2015,False,13
4,81,8,2015,False,13
5,241,8,2015,False,13
6,883,8,2015,False,13
7,1745,8,2015,False,13
8,2374,8,2015,False,13
9,2551,8,2015,False,13
10,2585,8,2015,False,13
11,2571,8,2015,False,13
12,2500,8,2015,False,13
13,2539,8,2015,False,13
14,2536,8,2015,False,13
15,2457,8,2015,False,13
16,2191,8,2015,False,13
17,1499,8,2015,False,13
18,751,8,2015,False,13
19,307,8,2015,False,13
20,161,8,2015,False,13
21,112,8,2015,False,13
22,92,8,2015,False,13
23,92,8,2015,False,13
0,63,8,2015,False,14
1,64,8,2015,False,14
2,64,8,2015,False,14
3,55,8,2015,False,14
4,64,8,2015,False,14
5,166,8,2015,False,14
6,555,8,2015,False,14
7,1118,8,2015,False,14
8,1590,8,2015,False,14
9,1730,8,2015,False,14
10,1766,8,2015,False,14
11,1739,8,2015,False,14
12,1541,8,2015,False,14
13,1446,8,2015,False,14
14,1394,8,2015,False,14
15,1242,8,2015,False,14
16,877,8,2015,False,14
17,516,8,2015,False,14
18,258,8,2015,False,14
19,151,8,2015,False,14
20,119,8,2015,False,14
21,84,8,2015,False,14
22,84,8,2015,False,14
23,84,8,2015,False,14
0,84,8,2015,True,15
1,84,8,2015,True,15
2,47,8,2015,True,15
3,47,8,2015,True,15
4,47,8,2015,True,15
5,46,8,2015,True,15
6,47,8,2015,True,15
7,53,8,2015,True,15
8,63,8,2015,True,15
9,66,8,2015,True,15
10,71,8,2015,True,15
11,72,8,2015,True,15
12,85,8,2015,True,15
13,81,8,2015,True,15
14,81,8,2015,True,15
15,70,8,2015,True,15
16,67,8,2015,True,15
17,55,8,2015,True,15
18,55,8,2015,True,15
19,51,8,2015,True,15
20,51,8,2015,True,15
21,52,8,2015,True,15
22,51,8,2015,True,15
23,51,8,2015,True,15
0,52,8,2015,True,16
1,47,8,2015,True,16
2,48,8,2015,True,16
3,48,8,2015,True,16
4,47,8,2015,True,16
5,49,8,2015,True,16
6,50,8,2015,True,16
7,53,8,2015,True,16
8,66,8,2015,True,16
9,84,8,2015,True,16
10,110,8,2015,True,16
11,120,8,2015,True,16
12,121,8,2015,True,16
13,80,8,2015,True,16
14,69,8,2015,True,16
15,70,8,2015,True,16
16,67,8,2015,True,16
17,65,8,2015,True,16
18,61,8,2015,True,16
19,60,8,2015,True,16
20,61,8,2015,True,16
21,59,8,2015,True,16
22,59,8,2015,True,16
23,51,8,2015,True,16
0,52,8,2015,False,17
1,48,8,2015,False,17
2,46,8,2015,False,17
3,47,8,2015,False,17
4,71,8,2015,False,17
5,255,8,2015,False,17
6,956,8,2015,False,17
7,1784,8,2015,False,17
8,2334,8,2015,False,17
9,2510,8,2015,False,17
10,2534,8,2015,False,17
11,2535,8,2015,False,17
12,2494,8,2015,False,17
13,2519,8,2015,False,17
14,2512,8,2015,False,17
15,2465,8,2015,False,17
16,2213,8,2015,False,17
17,1501,8,2015,False,17
18,723,8,2015,False,17
19,277,8,2015,False,17
20,129,8,2015,False,17
21,92,8,2015,False,17
22,69,8,2015,False,17
23,69,8,2015,False,17
0,69,8,2015,False,18
1,69,8,2015,False,18
2,69,8,2015,False,18
3,41,8,2015,False,18
4,75,8,2015,False,18
5,273,8,2015,False,18
6,988,8,2015,False,18
7,1846,8,2015,False,18
8,2441,8,2015,False,18
9,2603,8,2015,False,18
10,2624,8,2015,False,18
11,2610,8,2015,False,18
12,2521,8,2015,False,18
13,2532,8,2015,False,18
14,2518,8,2015,False,18
15,2470,8,2015,False,18
16,2207,8,2015,False,18
17,1536,8,2015,False,18
18,502,8,2015,False,18
19,300,8,2015,False,18
20,157,8,2015,False,18
21,129,8,2015,False,18
22,96,8,2015,False,18
23,96,8,2015,False,18
0,96,8,2015,False,19
1,54,8,2015,False,19
2,51,8,2015,False,19
3,52,8,2015,False,19
4,76,8,2015,False,19
5,264,8,2015,False,19
6,939,8,2015,False,19
7,1762,8,2015,False,19
8,2381,8,2015,False,19
9,2591,8,2015,False,19
10,2627,8,2015,False,19
11,2624,8,2015,False,19
12,2532,8,2015,False,19
13,2588,8,2015,False,19
14,2587,8,2015,False,19
15,2540,8,2015,False,19
16,2216,8,2015,False,19
17,1504,8,2015,False,19
18,680,8,2015,False,19
19,340,8,2015,False,19
20,189,8,2015,False,19
21,133,8,2015,False,19
22,101,8,2015,False,19
23,101,8,2015,False,19
0,67,8,2015,False,20
1,68,8,2015,False,20
2,68,8,2015,False,20
3,68,8,2015,False,20
4,85,8,2015,False,20
5,261,8,2015,False,20
6,926,8,2015,False,20
7,1674,8,2015,False,20
8,2281,8,2015,False,20
9,2550,8,2015,False,20
10,2598,8,2015,False,20
11,2598,8,2015,False,20
12,2515,8,2015,False,20
13,2524,8,2015,False,20
14,2521,8,2015,False,20
15,2446,8,2015,False,20
16,2154,8,2015,False,20
17,1415,8,2015,False,20
18,717,8,2015,False,20
19,261,8,2015,False,20
20,151,8,2015,False,20
21,121,8,2015,False,20
22,95,8,2015,False,20
23,66,8,2015,False,20
0,66,8,2015,False,21
1,66,8,2015,False,21
2,54,8,2015,False,21
3,55,8,2015,False,21
4,72,8,2015,False,21
5,163,8,2015,False,21
6,501,8,2015,False,21
7,1084,8,2015,False,21
8,1601,8,2015,False,21
9,1770,8,2015,False,21
10,1792,8,2015,False,21
11,1763,8,2015,False,21
12,1605,8,2015,False,21
13,1511,8,2015,False,21
14,1427,8,2015,False,21
15,1237,8,2015,False,21
16,916,8,2015,False,21
17,551,8,2015,False,21
18,221,8,2015,False,21
19,104,8,2015,False,21
20,104,8,2015,False,21
21,104,8,2015,False,21
22,104,8,2015,False,21
23,104,8,2015,False,21
0,104,8,2015,True,22
1,104,8,2015,True,22
2,104,8,2015,True,22
3,104,8,2015,True,22
4,58,8,2015,True,22
5,58,8,2015,True,22
6,58,8,2015,True,22
7,58,8,2015,True,22
8,58,8,2015,True,22
9,58,8,2015,True,22
10,61,8,2015,True,22
11,67,8,2015,True,22
12,74,8,2015,True,22
13,78,8,2015,True,22
14,76,8,2015,True,22
15,77,8,2015,True,22
16,77,8,2015,True,22
17,83,8,2015,True,22
18,80,8,2015,True,22
19,80,8,2015,True,22
20,57,8,2015,True,22
21,58,8,2015,True,22
22,58,8,2015,True,22
23,58,8,2015,True,22
0,58,8,2015,True,23
1,58,8,2015,True,23
2,53,8,2015,True,23
3,52,8,2015,True,23
4,52,8,2015,True,23
5,52,8,2015,True,23
6,53,8,2015,True,23
7,56,8,2015,True,23
8,72,8,2015,True,23
9,82,8,2015,True,23
10,119,8,2015,True,23
11,130,8,2015,True,23
12,129,8,2015,True,23
13,99,8,2015,True,23
14,90,8,2015,True,23
15,91,8,2015,True,23
16,85,8,2015,True,23
17,79,8,2015,True,23
18,73,8,2015,True,23
19,72,8,2015,True,23
20,63,8,2015,True,23
21,58,8,2015,True,23
22,55,8,2015,True,23
23,55,8,2015,True,23
